7894213,7894854,7895462,7895797,7896044,7906978,7910611,7932041,7948836,7950284,7962327,7974900,7980044,7981324,7982054,7982102,7997702,8050060,8065256,8069505,8073799,8074201,8075673,8087685,8097790,8131414,8135172,8137474,8138773,8165995,8169898,8171193,8174598,8180371,Class
11.9981,10.5357,4.05575,7.43427,12.1275,11.3355,8.3199,7.98136,9.10741,11.1089,9.68232,8.32371,9.9242,4.40755,8.73922,9.62255,9.74552,8.46107,8.48483,8.19766,10.7868,6.49494,10.3841,8.87777,2.65356,9.14617,8.78728,9.55326,11.9825,8.44691,8.85043,6.19841,4.70358,11.9497,'Frontal cortex of AD brain'
11.8201,10.02,5.49428,6.68564,12.1488,11.5118,8.15854,8.30577,9.26801,11.1522,9.76912,8.02658,10.0285,4.52447,8.8313,9.79531,9.70752,8.59812,8.67807,7.38212,10.8879,6.19219,10.3092,8.98102,2.98677,9.23337,8.9274,9.61688,11.9834,8.88783,9.07486,5.95872,5.18946,12.1106,'Frontal cortex of non-AD brain'
12.0344,10.2053,5.66093,7.11956,12.0693,11.1224,8.5309,8.08037,9.02035,11.0963,9.6867,8.69549,9.91715,5.30893,8.56699,9.42202,9.69293,8.57194,8.49503,7.93687,10.7395,6.43279,10.3413,9.06494,2.81765,9.25143,9.02185,9.59196,11.9995,8.72803,8.92719,5.6772,5.07304,12.1685,'Frontal cortex of non-AD brain'
11.7982,10.1693,4.54164,7.36228,11.9845,11.4899,8.35119,8.03444,8.97148,11.0786,9.78867,7.99949,9.85686,4.85173,8.46671,9.89562,9.61829,8.50289,8.47398,7.54533,10.7448,5.8129,10.3538,9.01298,2.62352,9.20638,8.9138,9.51534,12.1092,8.74343,9.05304,5.71321,5.18565,12.2772,'Frontal cortex of non-AD brain'
11.6727,10.355,5.76435,6.94116,12.2074,11.4905,8.35381,8.35173,8.95695,11.0806,9.71726,8.46502,9.99136,5.09576,8.55099,9.70399,9.70074,8.43007,8.66286,7.15819,10.7998,6.59895,10.3138,9.03393,2.6058,9.11568,9.10939,9.48163,11.9285,8.67287,9.11663,5.88401,5.04677,11.9807,'Frontal cortex of non-AD brain'
11.6106,10.2739,4.11938,6.88371,12.2496,11.688,8.38998,8.37552,9.16079,11.2415,9.91544,8.66685,9.89986,5.21813,8.65833,9.90741,9.79054,8.72316,8.76694,7.10086,11.017,6.84958,10.4145,8.89481,2.98824,9.16726,8.56663,9.61687,12.0713,8.86314,9.06731,5.82216,5.632,12.1396,'Frontal cortex of non-AD brain'
12.0014,10.5326,4.91545,7.32434,12.0422,11.201,8.51517,8.24288,9.00937,10.6669,9.72019,8.2046,9.85745,5.475,8.89751,9.82585,9.56985,8.50872,8.45302,7.489,10.6768,6.25429,10.289,8.92402,3.18052,9.22313,8.945,9.45059,11.7946,8.72875,8.85163,6.11084,5.00295,11.9567,'Frontal cortex of non-AD brain'
12.0208,10.4733,5.05673,7.12377,12.1194,11.6252,8.4586,8.29552,9.00021,11.0562,10.0897,8.90163,10.1089,5.03452,8.8671,10.3561,9.79637,8.75904,8.58472,7.52761,10.9719,6.22344,10.5165,8.91586,2.76049,9.30456,8.82774,9.74962,12.0454,8.68358,9.04559,5.53477,5.43136,12.2346,'Frontal cortex of non-AD brain'
11.7641,9.97751,4.73165,6.19341,12.0912,11.7386,8.55412,8.28822,9.2313,11.2297,10.1456,8.84011,10.2814,5.25031,8.5865,10.2903,9.82156,8.80774,8.56547,7.16765,11.0454,6.03224,10.4567,8.9914,2.74696,9.33893,9.04469,9.62968,12.143,9.01681,9.21375,5.52589,5.54055,12.2942,'Frontal cortex of non-AD brain'
12.1039,9.96912,5.00414,7.10356,12.202,11.462,8.60964,8.25895,9.05021,10.8814,9.79581,7.9993,10.1018,5.06986,8.39841,10.0219,9.5881,8.34785,8.69109,6.70654,10.9961,5.8197,10.3375,9.30636,2.84632,9.45039,9.10835,9.60999,11.9471,8.60979,9.0308,6.01187,7.00818,12.0569,'Frontal cortex of non-AD brain'
11.923,10.5121,5.84727,7.12528,12.0514,11.4401,8.60792,8.26096,9.03669,11.1166,10.0117,8.79099,9.97001,4.35882,8.84711,9.90729,9.72342,8.57106,8.55651,7.52245,10.965,6.44123,10.4846,9.01583,3.22616,9.28442,8.79053,9.64763,11.969,8.72574,8.91967,5.87781,5.78192,12.0898,'Frontal cortex of non-AD brain'
11.913,10.2299,5.44251,7.07115,12.1902,11.5657,8.43348,8.38087,8.87903,11.179,9.78936,8.28356,9.97272,4.92231,8.53446,9.96624,9.70261,8.65605,8.65514,7.49407,11.084,6.72353,10.3912,9.03417,2.70405,9.30609,8.96378,9.55598,12.0202,8.84288,8.87203,5.80014,5.26138,12.1525,'Frontal cortex of non-AD brain'
11.8557,9.86638,5.47438,7.3311,12.0609,11.3063,8.31746,8.25212,9.10602,11.2173,9.76622,8.70197,9.9142,4.9751,8.46171,10.0558,9.57074,8.63622,8.53047,7.44981,10.8696,6.30287,10.3582,8.9957,3.06458,9.14832,9.0039,9.61076,11.9153,8.82455,8.97256,5.95853,5.43902,12.106,'Frontal cortex of non-AD brain'
11.6065,10.3704,4.24035,7.01207,12.1074,11.3479,8.39621,8.41063,9.12993,11.1528,9.85659,8.47973,10.006,5.00658,8.84883,9.91549,9.73663,8.57129,8.45898,7.3303,10.7859,6.49924,10.2901,8.88954,2.76705,9.2116,9.1613,9.56413,12.0358,8.855,9.34795,6.14729,5.23821,12.2376,'Frontal cortex of non-AD brain'
11.727,10.8905,5.32104,7.13019,12.1556,11.3806,8.12473,8.38454,8.97707,11.2165,9.79909,8.29214,10.047,4.55087,8.61596,9.53701,9.64252,8.40528,8.60766,7.51582,10.9156,6.25199,10.4396,8.93625,3.01623,9.08888,8.58603,9.67749,12.0609,8.64611,8.76617,5.57146,5.27933,11.9712,'Frontal cortex of non-AD brain'
11.6571,10.5264,5.51995,7.38636,12.1471,11.4102,9.04866,8.37395,9.09938,11.1953,9.71649,8.27,10.0567,4.79376,8.49602,9.45833,9.64376,8.47148,8.63425,7.25617,10.7825,6.14915,10.3299,9.1299,3.03788,9.06419,9.07066,9.57974,12.0252,8.79555,9.1598,5.92466,5.86726,12.0999,'Frontal cortex of non-AD brain'
11.846,10.4684,5.01767,7.04196,12.1158,11.6936,8.44223,8.44709,8.99215,11.1579,9.75426,8.46021,9.93172,5.17736,8.61164,10.2185,9.67862,8.62265,8.71432,7.43134,10.8226,6.19281,10.4304,8.84194,2.91223,9.1367,8.95443,9.77621,11.9943,8.82036,9.1242,5.9909,5.72607,12.0675,'Frontal cortex of non-AD brain'
11.6063,10.2316,5.61778,7.04992,12.0922,11.4569,8.53004,8.46117,9.05967,11.3644,9.92681,8.68561,10.2403,5.0513,8.21153,10.1195,9.66578,8.52586,8.67743,7.31826,10.8677,6.24765,10.4247,9.01209,2.96256,9.08882,9.32298,9.80069,12.088,9.13541,9.32343,5.5805,5.19894,12.1794,'Frontal cortex of non-AD brain'
11.584,10.0551,5.46569,7.31665,12.2586,11.6762,8.26421,8.41449,9.0872,11.1872,9.71486,8.26567,9.96496,5.18752,8.17438,9.67018,9.85417,8.65737,8.76909,7.39332,10.8963,6.5842,10.324,9.01362,3.46642,9.22681,8.72831,9.5104,12.1439,8.89158,8.99628,6.12748,5.39336,12.0652,'Frontal cortex of non-AD brain'
